,mse,mae,mape
8,0.7656317422303,0.61397557376482,2.4921307851638552
7,0.9553053644734406,0.6511934074291686,2.076231597804824
6,1.1843912591924817,0.6788621491415485,2.613671379875615
5,0.9421798215857413,0.6235933447943262,15.284540132838913
4,0.9465318396195597,0.6541581937693564,2.218551690234333
3,0.6429389372575885,0.5707657618827616,2.3944442706368996
2,1.2801196567481312,0.6922441902828096,9.533684765823208
1,0.9645156149105483,0.6830287889081709,5.296732333795576
0,0.9467299950192761,0.6621480980266602,2.826982880792462
